id,student_id,date,type,reason,description,amount,balance_after,ref_lesson_id,ref_homework_id,ref_item
22501,174,2026-06-30,earn,homework,Uy vazifasi (88 ball),26,801,,905,
22502,174,2026-07-04,earn,attendance,Darsga o'z vaqtida keldi,10,811,984,,
22503,174,2026-07-08,earn,homework,Uy vazifasi (84 ball),12,823,,906,
22504,174,2026-07-05,earn,homework,Uy vazifasi (92 ball),18,841,,907,
22505,174,2026-07-11,earn,attendance,Darsga o'z vaqtida keldi,10,851,986,,
22506,174,2026-07-12,earn,attendance,Darsga o'z vaqtida keldi,10,861,987,,
22507,174,2026-07-12,earn,homework,Uy vazifasi (98 ball),14,875,,909,
22508,174,2026-07-12,earn,excellent_work,A'lo bajarilgan ish,25,900,,909,
22509,174,2026-07-12,earn,activity,Darsdagi faollik / to'g'ri javob,10,910,987,,
22510,174,2026-07-18,earn,attendance,Darsga o'z vaqtida keldi,10,920,988,,
22511,174,2026-07-20,earn,homework,Uy vazifasi (92 ball),27,947,,910,
22512,174,2026-07-19,earn,attendance,Darsga o'z vaqtida keldi,10,957,989,,
22513,174,2026-07-21,earn,homework,Uy vazifasi (85 ball),21,978,,911,
22514,174,2026-07-25,earn,attendance,Darsga o'z vaqtida keldi,10,988,990,,
22515,174,2026-07-26,earn,homework,Uy vazifasi (96 ball),19,1007,,912,
22516,174,2026-07-26,earn,excellent_work,A'lo bajarilgan ish,25,1032,,912,
22517,174,2026-07-26,earn,attendance,Darsga o'z vaqtida keldi,10,1042,991,,
22518,174,2026-07-29,earn,homework,Uy vazifasi (92 ball),13,1055,,913,
22519,174,2026-06-28,earn,makeup_completed,Qoldirilgan darsni yopdi: Labirint o'yini,10,1065,980,,
22520,174,2026-07-13,earn,makeup_completed,Qoldirilgan darsni yopdi: Spraytlar,10,1075,985,,
22521,175,2026-02-07,earn,attendance,Darsga o'z vaqtida keldi,10,10,945,,
22522,175,2026-02-10,earn,homework,Uy vazifasi (87 ball),17,27,,870,
22523,175,2026-02-08,earn,attendance,Darsga o'z vaqtida keldi,10,37,946,,
22524,175,2026-02-10,earn,homework,Uy vazifasi (70 ball),14,51,,871,
22525,175,2026-02-14,earn,attendance,Darsga o'z vaqtida keldi,10,61,947,,
22526,175,2026-02-16,earn,homework,Uy vazifasi (73 ball),14,75,,872,
22527,175,2026-02-15,earn,attendance,Darsga o'z vaqtida keldi,10,85,948,,
22528,175,2026-02-17,earn,homework,Uy vazifasi (88 ball),13,98,,873,
22529,175,2026-02-15,earn,activity,Darsdagi faollik / to'g'ri javob,15,113,948,,
22530,175,2026-02-21,earn,attendance,Darsga o'z vaqtida keldi,10,123,949,,
22531,175,2026-02-22,earn,attendance,Darsga o'z vaqtida keldi,10,133,950,,
22532,175,2026-02-26,earn,homework,Uy vazifasi (87 ball),26,159,,875,
22533,175,2026-02-28,earn,attendance_late,Kechikdi (12 daq),4,163,951,,
22534,175,2026-02-28,earn,homework,Uy vazifasi (89 ball),17,180,,876,
22535,175,2026-02-28,earn,activity,Darsdagi faollik / to'g'ri javob,10,190,951,,
22536,175,2026-03-01,earn,attendance,Darsga o'z vaqtida keldi,10,200,952,,
22537,175,2026-03-01,earn,homework,Uy vazifasi (88 ball),17,217,,877,
22538,175,2026-03-07,earn,attendance,Darsga o'z vaqtida keldi,10,227,953,,
22539,175,2026-03-15,earn,homework,Uy vazifasi (68 ball),8,235,,878,
22540,175,2026-03-08,earn,attendance,Darsga o'z vaqtida keldi,10,245,954,,
22541,175,2026-03-09,earn,homework,Uy vazifasi (74 ball),14,259,,879,
22542,175,2026-03-14,earn,attendance,Darsga o'z vaqtida keldi,10,269,955,,
22543,175,2026-03-14,earn,homework,Uy vazifasi (84 ball),12,281,,880,
22544,175,2026-03-14,earn,activity,Darsdagi faollik / to'g'ri javob,10,291,955,,
22545,175,2026-03-15,earn,attendance,Darsga o'z vaqtida keldi,10,301,956,,
22546,175,2026-03-28,earn,attendance,Darsga o'z vaqtida keldi,10,311,957,,
22547,175,2026-03-30,earn,homework,Uy vazifasi (73 ball),14,325,,881,
22548,175,2026-03-28,earn,activity,Darsdagi faollik / to'g'ri javob,15,340,957,,
22549,175,2026-03-29,earn,attendance,Darsga o'z vaqtida keldi,10,350,958,,
22550,175,2026-03-31,earn,homework,Uy vazifasi (73 ball),18,368,,882,
22551,175,2026-04-04,earn,attendance,Darsga o'z vaqtida keldi,10,378,959,,
22552,175,2026-04-05,earn,homework,Uy vazifasi (88 ball),22,400,,883,
22553,175,2026-04-05,earn,attendance,Darsga o'z vaqtida keldi,10,410,960,,
22554,175,2026-04-09,earn,homework,Uy vazifasi (83 ball),12,422,,884,
22555,175,2026-04-11,earn,attendance,Darsga o'z vaqtida keldi,10,432,961,,
22556,175,2026-04-11,earn,streak_bonus,10 ta ketma-ket dars — bonus,50,482,961,,
22557,175,2026-04-11,earn,homework,Uy vazifasi (80 ball),20,502,,885,
22558,175,2026-04-11,earn,activity,Darsdagi faollik / to'g'ri javob,15,517,961,,
22559,175,2026-04-12,earn,attendance,Darsga o'z vaqtida keldi,10,527,962,,
22560,175,2026-04-13,earn,homework,Uy vazifasi (74 ball),14,541,,886,
22561,175,2026-04-18,earn,attendance,Darsga o'z vaqtida keldi,10,551,963,,
22562,175,2026-04-20,earn,homework,Uy vazifasi (80 ball),20,571,,887,
22563,175,2026-04-21,earn,homework,Uy vazifasi (72 ball),10,581,,888,
22564,175,2026-04-25,earn,attendance,Darsga o'z vaqtida keldi,10,591,965,,
22565,175,2026-04-28,earn,homework,Uy vazifasi (73 ball),14,605,,889,
22566,175,2026-04-26,earn,attendance,Darsga o'z vaqtida keldi,10,615,966,,
22567,175,2026-04-29,earn,homework,Uy vazifasi (80 ball),12,627,,890,
22568,175,2026-05-02,earn,attendance,Darsga o'z vaqtida keldi,10,637,967,,
22569,175,2026-05-02,earn,homework,Uy vazifasi (83 ball),16,653,,891,
22570,175,2026-05-02,earn,activity,Darsdagi faollik / to'g'ri javob,10,663,967,,
22571,175,2026-05-03,earn,attendance,Darsga o'z vaqtida keldi,10,673,968,,
22572,175,2026-05-10,earn,attendance,Darsga o'z vaqtida keldi,10,683,969,,
22573,175,2026-05-12,earn,homework,Uy vazifasi (86 ball),17,700,,892,
22574,175,2026-05-10,earn,activity,Darsdagi faollik / to'g'ri javob,15,715,969,,
22575,175,2026-05-16,earn,attendance,Darsga o'z vaqtida keldi,10,725,970,,
22576,175,2026-05-17,earn,homework,Uy vazifasi (79 ball),11,736,,893,
22577,175,2026-05-17,earn,attendance,Darsga o'z vaqtida keldi,10,746,971,,
22578,175,2026-05-17,earn,homework,Uy vazifasi (82 ball),12,758,,894,
22579,175,2026-05-23,earn,attendance,Darsga o'z vaqtida keldi,10,768,972,,
22580,175,2026-05-26,earn,homework,Uy vazifasi (90 ball),13,781,,895,
22581,175,2026-05-24,earn,attendance,Darsga o'z vaqtida keldi,10,791,973,,
22582,175,2026-05-26,earn,homework,Uy vazifasi (83 ball),20,811,,896,
22583,175,2026-05-30,earn,attendance,Darsga o'z vaqtida keldi,10,821,974,,
22584,175,2026-05-30,earn,streak_bonus,10 ta ketma-ket dars — bonus,50,871,974,,
22585,175,2026-05-31,earn,homework,Uy vazifasi (87 ball),26,897,,897,
22586,175,2026-05-31,earn,attendance,Darsga o'z vaqtida keldi,10,907,975,,
22587,175,2026-06-02,earn,homework,Uy vazifasi (81 ball),20,927,,898,
22588,175,2026-06-06,earn,attendance,Darsga o'z vaqtida keldi,10,937,976,,
22589,175,2026-06-09,earn,homework,Uy vazifasi (79 ball),11,948,,899,
22590,175,2026-06-07,earn,attendance,Darsga o'z vaqtida keldi,10,958,977,,
22591,175,2026-06-08,earn,homework,Uy vazifasi (82 ball),16,974,,900,
22592,175,2026-06-13,earn,attendance,Darsga o'z vaqtida keldi,10,984,978,,
22593,175,2026-06-14,earn,homework,Uy vazifasi (89 ball),17,1001,,901,
22594,175,2026-06-13,earn,activity,Darsdagi faollik / to'g'ri javob,15,1016,978,,
22595,175,2026-06-14,earn,attendance,Darsga o'z vaqtida keldi,10,1026,979,,
22596,175,2026-06-16,earn,homework,Uy vazifasi (81 ball),16,1042,,902,
22597,175,2026-06-20,earn,attendance,Darsga o'z vaqtida keldi,10,1052,980,,
22598,175,2026-06-21,earn,attendance,Darsga o'z vaqtida keldi,10,1062,981,,
22599,175,2026-06-24,earn,homework,Uy vazifasi (83 ball),20,1082,,903,
22600,175,2026-06-27,earn,attendance,Darsga o'z vaqtida keldi,10,1092,982,,
22601,175,2026-07-01,earn,homework,Uy vazifasi (76 ball),22,1114,,904,
22602,175,2026-06-28,earn,attendance,Darsga o'z vaqtida keldi,10,1124,983,,
22603,175,2026-06-28,earn,homework,Uy vazifasi (81 ball),24,1148,,905,
22604,175,2026-07-04,earn,attendance,Darsga o'z vaqtida keldi,10,1158,984,,
22605,175,2026-07-04,earn,streak_bonus,20 ta ketma-ket dars — bonus,50,1208,984,,
22606,175,2026-07-05,earn,attendance,Darsga o'z vaqtida keldi,10,1218,985,,
22607,175,2026-07-05,earn,activity,Darsdagi faollik / to'g'ri javob,10,1228,985,,
22608,175,2026-07-11,earn,attendance,Darsga o'z vaqtida keldi,10,1238,986,,
22609,175,2026-07-11,earn,homework,Uy vazifasi (84 ball),25,1263,,908,
22610,175,2026-07-12,earn,attendance,Darsga o'z vaqtida keldi,10,1273,987,,
22611,175,2026-07-18,earn,attendance,Darsga o'z vaqtida keldi,10,1283,988,,
22612,175,2026-07-20,earn,homework,Uy vazifasi (86 ball),25,1308,,910,
22613,175,2026-07-19,earn,attendance,Darsga o'z vaqtida keldi,10,1318,989,,
22614,175,2026-07-24,earn,homework,Uy vazifasi (69 ball),10,1328,,911,
22615,175,2026-07-25,earn,attendance,Darsga o'z vaqtida keldi,10,1338,990,,
22616,175,2026-07-25,earn,homework,Uy vazifasi (73 ball),14,1352,,912,
22617,175,2026-07-26,earn,attendance,Darsga o'z vaqtida keldi,10,1362,991,,
22618,175,2026-07-28,earn,homework,Uy vazifasi (86 ball),12,1374,,913,
22619,175,2026-07-26,earn,activity,Darsdagi faollik / to'g'ri javob,15,1389,991,,
22620,175,2026-04-21,earn,makeup_completed,Qoldirilgan darsni yopdi: Ovoz va musiqa,10,1399,964,,
22621,176,2026-02-09,penalty,absent_unexcused,Sababsiz qoldirdi,-5,0,992,,
22622,176,2026-02-11,earn,attendance,Darsga o'z vaqtida keldi,10,10,993,,
22623,176,2026-02-11,earn,activity,Darsdagi faollik / to'g'ri javob,15,25,993,,
22624,176,2026-02-13,earn,attendance,Darsga o'z vaqtida keldi,10,35,994,,
22625,176,2026-02-14,earn,homework,Uy vazifasi (73 ball),14,49,,916,
22626,176,2026-02-16,earn,attendance,Darsga o'z vaqtida keldi,10,59,995,,
22627,176,2026-02-20,earn,homework,Uy vazifasi (87 ball),17,76,,917,
22628,176,2026-02-18,earn,attendance,Darsga o'z vaqtida keldi,10,86,996,,
22629,176,2026-02-21,earn,homework,Uy vazifasi (71 ball),14,100,,918,
22630,176,2026-02-20,earn,attendance,Darsga o'z vaqtida keldi,10,110,997,,
22631,176,2026-02-23,earn,homework,Uy vazifasi (54 ball),6,116,,919,
22632,176,2026-02-23,earn,attendance,Darsga o'z vaqtida keldi,10,126,998,,
22633,176,2026-02-24,earn,homework,Uy vazifasi (63 ball),15,141,,920,
22634,176,2026-02-25,earn,attendance,Darsga o'z vaqtida keldi,10,151,999,,
22635,176,2026-02-27,earn,homework,Uy vazifasi (66 ball),19,170,,921,
22636,176,2026-02-27,earn,attendance,Darsga o'z vaqtida keldi,10,180,1000,,
22637,176,2026-02-28,earn,homework,Uy vazifasi (82 ball),12,192,,922,
22638,176,2026-03-03,earn,homework,Uy vazifasi (80 ball),16,208,,923,
22639,176,2026-03-04,earn,attendance_late,Kechikdi (19 daq),4,212,1002,,
22640,176,2026-03-06,earn,attendance,Darsga o'z vaqtida keldi,10,222,1003,,
22641,176,2026-03-09,earn,attendance,Darsga o'z vaqtida keldi,10,232,1004,,
22642,176,2026-03-12,earn,homework,Uy vazifasi (71 ball),14,246,,925,
22643,176,2026-03-11,earn,attendance_late,Kechikdi (18 daq),4,250,1005,,
22644,176,2026-03-13,earn,homework,Uy vazifasi (66 ball),19,269,,926,
22645,176,2026-03-13,earn,attendance,Darsga o'z vaqtida keldi,10,279,1006,,
22646,176,2026-03-16,earn,attendance,Darsga o'z vaqtida keldi,10,289,1007,,
22647,176,2026-03-21,earn,homework,Uy vazifasi (62 ball),9,298,,928,
22648,176,2026-03-18,earn,attendance,Darsga o'z vaqtida keldi,10,308,1008,,
22649,176,2026-03-22,earn,homework,Uy vazifasi (72 ball),18,326,,929,
22650,176,2026-03-25,earn,attendance,Darsga o'z vaqtida keldi,10,336,1009,,
22651,176,2026-04-01,earn,homework,Uy vazifasi (44 ball),6,342,,930,
22652,176,2026-03-27,earn,attendance_late,Kechikdi (23 daq),4,346,1010,,
22653,176,2026-04-02,earn,homework,Uy vazifasi (56 ball),6,352,,931,
22654,176,2026-03-30,earn,attendance_late,Kechikdi (15 daq),4,356,1011,,
22655,176,2026-04-02,earn,homework,Uy vazifasi (82 ball),20,376,,932,
22656,176,2026-03-30,earn,activity,Darsdagi faollik / to'g'ri javob,5,381,1011,,
22657,176,2026-04-01,earn,attendance,Darsga o'z vaqtida keldi,10,391,1012,,
22658,176,2026-04-01,earn,homework,Uy vazifasi (57 ball),11,402,,933,
22659,176,2026-04-01,earn,activity,Darsdagi faollik / to'g'ri javob,15,417,1012,,
22660,176,2026-04-03,earn,attendance,Darsga o'z vaqtida keldi,10,427,1013,,
22661,176,2026-04-07,earn,homework,Uy vazifasi (88 ball),17,444,,934,
22662,176,2026-04-10,earn,homework,Uy vazifasi (79 ball),23,467,,935,
22663,176,2026-04-08,earn,attendance,Darsga o'z vaqtida keldi,10,477,1015,,
22664,176,2026-04-10,earn,attendance_late,Kechikdi (10 daq),4,481,1016,,
22665,176,2026-04-11,earn,homework,Uy vazifasi (64 ball),9,490,,936,
22666,176,2026-04-10,earn,activity,Darsdagi faollik / to'g'ri javob,5,495,1016,,
22667,176,2026-04-13,penalty,absent_unexcused,Sababsiz qoldirdi,-5,490,1017,,
22668,176,2026-04-15,earn,attendance,Darsga o'z vaqtida keldi,10,500,1018,,
22669,176,2026-04-22,earn,homework,Uy vazifasi (46 ball),6,506,,938,
22670,176,2026-04-17,earn,attendance,Darsga o'z vaqtida keldi,10,516,1019,,
22671,176,2026-04-20,earn,homework,Uy vazifasi (79 ball),11,527,,939,
22672,176,2026-04-17,earn,activity,Darsdagi faollik / to'g'ri javob,5,532,1019,,
22673,176,2026-04-20,earn,attendance_late,Kechikdi (13 daq),4,536,1020,,
22674,176,2026-04-25,earn,homework,Uy vazifasi (45 ball),8,544,,940,
22675,176,2026-04-22,earn,attendance,Darsga o'z vaqtida keldi,10,554,1021,,
22676,176,2026-04-24,earn,attendance,Darsga o'z vaqtida keldi,10,564,1022,,
22677,176,2026-04-26,earn,homework,Uy vazifasi (63 ball),9,573,,942,
22678,176,2026-04-27,penalty,absent_unexcused,Sababsiz qoldirdi,-5,568,1023,,
22679,176,2026-04-29,earn,attendance,Darsga o'z vaqtida keldi,10,578,1024,,
22680,176,2026-05-03,earn,homework,Uy vazifasi (72 ball),8,586,,944,
22681,176,2026-05-01,earn,attendance,Darsga o'z vaqtida keldi,10,596,1025,,
22682,176,2026-05-03,earn,homework,Uy vazifasi (68 ball),20,616,,945,
22683,176,2026-05-01,earn,activity,Darsdagi faollik / to'g'ri javob,5,621,1025,,
22684,176,2026-05-04,earn,attendance,Darsga o'z vaqtida keldi,10,631,1026,,
22685,176,2026-05-04,earn,activity,Darsdagi faollik / to'g'ri javob,5,636,1026,,
22686,176,2026-05-06,penalty,absent_unexcused,Sababsiz qoldirdi,-5,631,1027,,
22687,176,2026-05-08,earn,attendance,Darsga o'z vaqtida keldi,10,641,1028,,
22688,176,2026-05-15,earn,homework,Uy vazifasi (56 ball),10,651,,947,
22689,176,2026-05-11,earn,attendance,Darsga o'z vaqtida keldi,10,661,1029,,
22690,176,2026-05-13,earn,homework,Uy vazifasi (78 ball),15,676,,948,
22691,176,2026-05-13,earn,attendance,Darsga o'z vaqtida keldi,10,686,1030,,
22692,176,2026-05-14,earn,homework,Uy vazifasi (63 ball),15,701,,949,
22693,176,2026-05-15,earn,attendance,Darsga o'z vaqtida keldi,10,711,1031,,
22694,176,2026-05-17,earn,homework,Uy vazifasi (81 ball),16,727,,950,
22695,176,2026-05-18,earn,attendance,Darsga o'z vaqtida keldi,10,737,1032,,
22696,176,2026-05-21,earn,homework,Uy vazifasi (72 ball),10,747,,951,
22697,176,2026-05-20,earn,attendance,Darsga o'z vaqtida keldi,10,757,1033,,
22698,176,2026-05-22,earn,attendance,Darsga o'z vaqtida keldi,10,767,1034,,
22699,176,2026-05-25,earn,attendance_late,Kechikdi (9 daq),4,771,1035,,
22700,176,2026-05-31,earn,homework,Uy vazifasi (62 ball),5,776,,954,
22701,176,2026-05-29,earn,homework,Uy vazifasi (74 ball),14,790,,955,
22702,176,2026-05-29,earn,attendance,Darsga o'z vaqtida keldi,10,800,1037,,
22703,176,2026-06-01,earn,attendance,Darsga o'z vaqtida keldi,10,810,1038,,
22704,176,2026-06-01,earn,activity,Darsdagi faollik / to'g'ri javob,5,815,1038,,
22705,176,2026-06-03,earn,attendance,Darsga o'z vaqtida keldi,10,825,1039,,
22706,176,2026-06-05,earn,attendance,Darsga o'z vaqtida keldi,10,835,1040,,
22707,176,2026-06-08,earn,attendance,Darsga o'z vaqtida keldi,10,845,1041,,
22708,176,2026-06-08,earn,homework,Uy vazifasi (63 ball),12,857,,959,
22709,176,2026-06-10,earn,attendance,Darsga o'z vaqtida keldi,10,867,1042,,
22710,176,2026-06-12,earn,homework,Uy vazifasi (71 ball),21,888,,960,
22711,176,2026-06-12,earn,attendance,Darsga o'z vaqtida keldi,10,898,1043,,
22712,176,2026-06-12,earn,activity,Darsdagi faollik / to'g'ri javob,5,903,1043,,
22713,176,2026-06-15,earn,attendance,Darsga o'z vaqtida keldi,10,913,1044,,
22714,176,2026-06-15,earn,activity,Darsdagi faollik / to'g'ri javob,10,923,1044,,
22715,176,2026-06-17,earn,attendance_late,Kechikdi (22 daq),4,927,1045,,
22716,176,2026-06-19,earn,homework,Uy vazifasi (76 ball),15,942,,963,
22717,176,2026-06-17,earn,activity,Darsdagi faollik / to'g'ri javob,10,952,1045,,
22718,176,2026-06-19,earn,attendance,Darsga o'z vaqtida keldi,10,962,1046,,
22719,176,2026-06-26,earn,homework,Uy vazifasi (70 ball),10,972,,964,
22720,176,2026-06-22,earn,attendance,Darsga o'z vaqtida keldi,10,982,1047,,
22721,176,2026-06-26,earn,homework,Uy vazifasi (64 ball),12,994,,965,
22722,176,2026-07-01,earn,homework,Uy vazifasi (53 ball),7,1001,,966,
22723,176,2026-06-26,earn,attendance,Darsga o'z vaqtida keldi,10,1011,1049,,
22724,176,2026-06-29,earn,attendance_late,Kechikdi (20 daq),4,1015,1050,,
22725,176,2026-07-02,earn,homework,Uy vazifasi (59 ball),7,1022,,968,
22726,176,2026-07-03,earn,attendance,Darsga o'z vaqtida keldi,10,1032,1052,,
22727,176,2026-07-04,earn,homework,Uy vazifasi (74 ball),22,1054,,969,
22728,176,2026-07-06,penalty,absent_unexcused,Sababsiz qoldirdi,-5,1049,1053,,
22729,176,2026-07-08,earn,attendance,Darsga o'z vaqtida keldi,10,1059,1054,,
22730,176,2026-07-12,earn,homework,Uy vazifasi (83 ball),16,1075,,971,
22731,176,2026-07-10,earn,attendance,Darsga o'z vaqtida keldi,10,1085,1055,,
22732,176,2026-07-14,earn,homework,Uy vazifasi (60 ball),12,1097,,972,
22733,176,2026-07-13,earn,attendance,Darsga o'z vaqtida keldi,10,1107,1056,,
22734,176,2026-07-13,earn,homework,Uy vazifasi (76 ball),15,1122,,973,
22735,176,2026-07-15,earn,attendance,Darsga o'z vaqtida keldi,10,1132,1057,,
22736,176,2026-07-17,earn,attendance,Darsga o'z vaqtida keldi,10,1142,1058,,
22737,176,2026-07-20,earn,attendance,Darsga o'z vaqtida keldi,10,1152,1059,,
22738,176,2026-07-24,earn,homework,Uy vazifasi (60 ball),10,1162,,976,
22739,176,2026-07-20,spend,shop,Sotib oldi: Blokrot + ruchka,-120,1042,,,Blokrot + ruchka
22740,176,2026-07-22,earn,attendance_late,Kechikdi (11 daq),4,1046,1060,,
22741,176,2026-07-22,earn,homework,Uy vazifasi (67 ball),13,1059,,977,
22742,176,2026-07-24,earn,attendance,Darsga o'z vaqtida keldi,10,1069,1061,,
22743,176,2026-07-25,earn,homework,Uy vazifasi (66 ball),19,1088,,978,
22744,176,2026-07-27,earn,attendance_late,Kechikdi (9 daq),4,1092,1062,,
22745,176,2026-07-27,earn,activity,Darsdagi faollik / to'g'ri javob,15,1107,1062,,
22746,176,2026-07-29,earn,attendance,Darsga o'z vaqtida keldi,10,1117,1063,,
22747,176,2026-07-31,earn,attendance,Darsga o'z vaqtida keldi,10,1127,1064,,
22748,176,2026-08-04,earn,homework,Uy vazifasi (55 ball),6,1133,,980,
22749,176,2026-02-13,earn,makeup_completed,Qoldirilgan darsni yopdi: Dizayn asoslari,10,1143,992,,
22750,176,2026-03-06,earn,makeup_completed,Qoldirilgan darsni yopdi: Mobil UI,10,1153,1001,,
22751,176,2026-04-15,earn,makeup_completed,Qoldirilgan darsni yopdi: Prototiplash,10,1163,1014,,
22752,176,2026-05-06,earn,makeup_completed,Qoldirilgan darsni yopdi: Rang nazariyasi,10,1173,1023,,
22753,176,2026-05-14,earn,makeup_completed,Qoldirilgan darsni yopdi: Komponentlar,10,1183,1027,,
22754,176,2026-06-02,earn,makeup_completed,Qoldirilgan darsni yopdi: Himoya,10,1193,1036,,
22755,176,2026-06-28,earn,makeup_completed,Qoldirilgan darsni yopdi: Dizayn tizimi,10,1203,1048,,
22756,176,2026-07-04,earn,makeup_completed,Qoldirilgan darsni yopdi: Himoya,10,1213,1051,,
22757,176,2026-07-09,earn,makeup_completed,Qoldirilgan darsni yopdi: Rang nazariyasi,10,1223,1053,,
22758,177,2026-02-09,earn,attendance_late,Kechikdi (6 daq),4,4,992,,
22759,177,2026-02-13,earn,homework,Uy vazifasi (59 ball),10,14,,914,
22760,177,2026-02-11,earn,attendance,Darsga o'z vaqtida keldi,10,24,993,,
22761,177,2026-02-11,earn,activity,Darsdagi faollik / to'g'ri javob,5,29,993,,
22762,177,2026-02-13,earn,attendance,Darsga o'z vaqtida keldi,10,39,994,,
22763,177,2026-02-13,earn,homework,Uy vazifasi (59 ball),11,50,,916,
22764,177,2026-02-16,earn,attendance,Darsga o'z vaqtida keldi,10,60,995,,
22765,177,2026-02-20,earn,homework,Uy vazifasi (59 ball),11,71,,917,
22766,177,2026-02-18,earn,attendance,Darsga o'z vaqtida keldi,10,81,996,,
22767,177,2026-02-23,earn,homework,Uy vazifasi (67 ball),8,89,,918,
22768,177,2026-02-20,earn,attendance,Darsga o'z vaqtida keldi,10,99,997,,
22769,177,2026-02-20,earn,activity,Darsdagi faollik / to'g'ri javob,5,104,997,,
22770,177,2026-02-23,earn,attendance,Darsga o'z vaqtida keldi,10,114,998,,
22771,177,2026-02-25,earn,homework,Uy vazifasi (74 ball),18,132,,920,
22772,177,2026-02-25,earn,attendance,Darsga o'z vaqtida keldi,10,142,999,,
22773,177,2026-03-02,earn,homework,Uy vazifasi (73 ball),13,155,,921,
22774,177,2026-02-27,earn,attendance_late,Kechikdi (23 daq),4,159,1000,,
22775,177,2026-03-01,earn,homework,Uy vazifasi (68 ball),10,169,,922,
22776,177,2026-03-02,earn,attendance,Darsga o'z vaqtida keldi,10,179,1001,,
22777,177,2026-03-02,earn,activity,Darsdagi faollik / to'g'ri javob,15,194,1001,,
22778,177,2026-03-04,earn,attendance,Darsga o'z vaqtida keldi,10,204,1002,,
22779,177,2026-03-09,earn,homework,Uy vazifasi (61 ball),7,211,,924,
22780,177,2026-03-04,earn,activity,Darsdagi faollik / to'g'ri javob,5,216,1002,,
22781,177,2026-03-06,earn,attendance,Darsga o'z vaqtida keldi,10,226,1003,,
22782,177,2026-03-06,earn,activity,Darsdagi faollik / to'g'ri javob,10,236,1003,,
22783,177,2026-03-09,earn,attendance,Darsga o'z vaqtida keldi,10,246,1004,,
22784,177,2026-03-10,earn,homework,Uy vazifasi (68 ball),13,259,,925,
22785,177,2026-03-09,earn,activity,Darsdagi faollik / to'g'ri javob,10,269,1004,,
22786,177,2026-03-11,earn,attendance,Darsga o'z vaqtida keldi,10,279,1005,,
22787,177,2026-03-13,earn,attendance,Darsga o'z vaqtida keldi,10,289,1006,,
22788,177,2026-03-16,earn,attendance,Darsga o'z vaqtida keldi,10,299,1007,,
22789,177,2026-03-19,earn,homework,Uy vazifasi (73 ball),18,317,,928,
22790,177,2026-03-18,earn,attendance,Darsga o'z vaqtida keldi,10,327,1008,,
22791,177,2026-03-22,earn,homework,Uy vazifasi (66 ball),16,343,,929,
22792,177,2026-03-25,earn,attendance,Darsga o'z vaqtida keldi,10,353,1009,,
22793,177,2026-03-25,earn,homework,Uy vazifasi (70 ball),17,370,,930,
22794,177,2026-03-27,earn,attendance,Darsga o'z vaqtida keldi,10,380,1010,,
22795,177,2026-03-27,earn,streak_bonus,10 ta ketma-ket dars — bonus,50,430,1010,,
22796,177,2026-03-31,earn,homework,Uy vazifasi (77 ball),9,439,,931,
22797,177,2026-04-03,earn,homework,Uy vazifasi (79 ball),19,458,,932,
22798,177,2026-04-01,earn,attendance_late,Kechikdi (15 daq),4,462,1012,,
22799,177,2026-04-03,earn,attendance,Darsga o'z vaqtida keldi,10,472,1013,,
22800,177,2026-04-06,earn,homework,Uy vazifasi (83 ball),16,488,,934,
22801,177,2026-04-08,earn,homework,Uy vazifasi (67 ball),20,508,,935,
22802,177,2026-04-08,earn,attendance_late,Kechikdi (19 daq),4,512,1015,,
22803,177,2026-04-10,earn,attendance_late,Kechikdi (15 daq),4,516,1016,,
22804,177,2026-04-13,earn,homework,Uy vazifasi (72 ball),10,526,,936,
22805,177,2026-04-13,earn,attendance,Darsga o'z vaqtida keldi,10,536,1017,,
22806,177,2026-04-15,earn,homework,Uy vazifasi (62 ball),12,548,,937,
22807,177,2026-04-15,earn,attendance,Darsga o'z vaqtida keldi,10,558,1018,,
22808,177,2026-04-21,earn,homework,Uy vazifasi (41 ball),6,564,,938,
22809,177,2026-04-17,earn,attendance,Darsga o'z vaqtida keldi,10,574,1019,,
22810,177,2026-04-19,earn,homework,Uy vazifasi (63 ball),9,583,,939,
22811,177,2026-04-17,earn,activity,Darsdagi faollik / to'g'ri javob,5,588,1019,,
22812,177,2026-04-20,earn,attendance,Darsga o'z vaqtida keldi,10,598,1020,,
22813,177,2026-04-22,earn,homework,Uy vazifasi (83 ball),24,622,,940,
22814,177,2026-04-22,earn,attendance,Darsga o'z vaqtida keldi,10,632,1021,,
22815,177,2026-04-22,earn,homework,Uy vazifasi (77 ball),15,647,,941,
22816,177,2026-04-28,earn,homework,Uy vazifasi (49 ball),4,651,,942,
22817,177,2026-04-27,earn,attendance,Darsga o'z vaqtida keldi,10,661,1023,,
22818,177,2026-04-29,earn,attendance_late,Kechikdi (11 daq),4,665,1024,,
22819,177,2026-05-01,earn,homework,Uy vazifasi (65 ball),13,678,,944,
22820,177,2026-05-01,earn,attendance,Darsga o'z vaqtida keldi,10,688,1025,,
22821,177,2026-05-08,earn,homework,Uy vazifasi (36 ball),6,694,,945,
22822,177,2026-05-01,earn,activity,Darsdagi faollik / to'g'ri javob,5,699,1025,,
22823,177,2026-05-04,earn,attendance,Darsga o'z vaqtida keldi,10,709,1026,,
22824,177,2026-05-04,earn,homework,Uy vazifasi (64 ball),12,721,,946,
